CustomerID,Age,Gender,Region,Annual_Income,Membership_Type,Membership_Years,Device_Preference,Avg_Session_Length_Min,App_Usage_Hours_Week,Website_Usage_Hours_Week,Num_Purchases_Last_Year,Customer_Satisfaction,Days_Since_Last_Purchase,Email_Engagement_Rate,Annual_Spending
721,23,Female,South,67819.07,Basic,0.32,Both,12.84,0.79,2.02,15,8.71,217.3,0.295,4380.47
722,38,Male,South,58572.16,Basic,1.98,Website,41.99,0.56,3.78,8,8.28,0.4,0.507,5356.93
723,41,Male,South,69698.9,Basic,0.66,Website,18.74,2.01,6.13,14,7.39,78.5,0.078,5328.95
724,51,Female,South,33843.17,Silver,2.3,Mobile App,24.66,9.76,0.58,12,7.89,8.0,0.446,5912.43
725,21,Male,North,51483.6,Basic,3.39,Mobile App,33.9,11.23,3.08,16,9.88,15.8,0.312,7110.73
726,38,Male,North,53086.96,Basic,9.13,Website,41.34,3.81,1.24,14,8.32,28.4,0.29,6240.4
727,26,Male,South,67391.54,Silver,2.92,Mobile App,26.2,5.74,2.57,17,8.52,36.5,0.243,6396.47
728,44,Male,East,43479.59,Basic,3.5,Both,24.36,2.85,0.53,12,9.68,152.9,0.465,4961.69
729,47,Male,North,22584.62,Gold,0.1,Both,28.64,3.15,4.49,8,7.22,72.4,0.177,5092.85
730,52,Female,South,37101.22,Platinum,3.08,Both,22.35,2.5,0.91,19,6.24,3.8,0.256,6842.16
731,32,Male,East,53031.07,Silver,1.72,Mobile App,22.84,6.21,3.83,14,,4.4,0.369,5937.59
732,48,Male,East,55401.36,Platinum,2.85,Both,31.71,8.01,0.61,16,7.78,23.0,0.103,7519.51
733,53,Male,East,97666.3,Basic,0.85,Mobile App,29.67,3.1,0.42,11,8.76,5.2,0.325,6351.11
734,20,Male,West,66433.8,Basic,1.73,Website,47.18,3.14,1.55,12,6.61,34.1,0.611,5449.97
735,45,Male,East,55744.59,Gold,6.79,Both,31.95,2.6,2.21,10,8.11,78.9,0.165,6391.09
736,49,Female,North,53565.64,Gold,3.07,Mobile App,38.36,8.14,7.98,16,6.17,5.4,0.393,7645.91
737,35,Male,South,79735.02,Gold,5.31,Mobile App,18.36,5.26,2.17,11,7.68,3.6,0.233,6546.71
738,25,Male,East,44066.77,Basic,2.24,Mobile App,32.73,1.28,0.7,9,6.76,11.3,0.094,4539.96
739,48,Male,North,51580.59,Gold,0.45,Website,21.49,9.56,3.39,11,6.46,27.8,0.482,6595.66
740,25,Male,North,37003.2,Silver,0.1,Both,31.56,0.23,5.02,19,7.21,82.7,0.229,5601.32
741,36,Male,North,89020.07,Basic,2.2,Mobile App,34.2,7.61,0.86,12,4.62,6.1,0.1,6185.29
742,38,Male,South,62154.26,Basic,2.66,Mobile App,28.45,5.88,3.73,16,6.09,17.8,0.477,5999.02
743,46,Female,South,42292.58,Platinum,1.21,Website,49.67,3.1,4.58,18,8.62,51.6,0.621,7605.6
744,31,Male,North,52048.99,Basic,2.54,Mobile App,40.85,3.05,3.45,19,8.05,27.6,0.532,6295.89
745,30,Female,West,64755.75,Gold,4.9,Both,38.6,2.7,1.05,17,6.2,44.5,0.238,7320.38
746,39,Female,West,49624.92,Silver,1.81,Both,34.88,1.34,2.23,14,8.31,22.9,0.274,5913.48
747,49,Male,North,44933.34,Gold,3.99,Both,43.87,9.08,2.57,16,6.46,2.9,0.428,7414.25
748,63,Male,West,43088.19,Gold,9.96,Both,15.07,2.98,4.39,16,8.54,26.9,0.346,7398.93
749,21,Female,North,61000.46,Gold,5.64,Website,40.33,1.31,1.11,14,7.45,5.1,0.366,6827.59
750,41,Female,West,47795.22,Basic,1.57,Both,19.08,8.72,3.8,10,7.18,72.6,0.13,5202.45
751,26,Male,West,46220.78,Basic,0.83,Mobile App,22.92,4.12,1.68,9,7.48,20.4,0.198,4581.44
752,49,Male,North,33940.98,Silver,2.58,Mobile App,33.05,4.29,1.39,18,10.0,4.8,0.246,6141.58
753,28,Male,East,55668.75,Silver,6.38,Website,39.1,10.01,1.97,13,6.61,35.8,0.061,6488.66
754,31,Male,West,50846.77,Basic,3.55,Mobile App,17.62,4.71,0.11,12,7.89,36.1,0.287,4696.18
755,32,Female,West,48408.13,Basic,8.63,Both,23.39,1.81,0.18,16,8.62,36.5,0.224,6039.07
756,37,Male,West,58079.6,Basic,9.14,Website,28.88,4.71,0.26,12,6.35,27.2,0.491,5819.92
757,42,Male,East,70389.6,Basic,2.13,Both,26.32,1.44,2.66,11,5.53,37.8,0.624,5160.89
758,43,Female,North,,Basic,4.9,Mobile App,35.69,2.1,1.53,24,6.82,43.7,0.154,6345.35
759,38,Male,West,65739.48,Platinum,2.16,Website,58.92,3.73,1.05,17,8.59,38.4,0.359,8044.82
760,23,Male,East,49799.76,Basic,0.1,Both,31.77,5.68,1.83,14,7.16,44.5,0.126,5160.58
761,46,Female,East,44424.69,Platinum,17.95,Mobile App,21.38,1.89,3.87,17,7.3,1.9,0.217,8919.3
762,37,Male,South,37595.12,Platinum,2.9,Website,16.33,2.64,1.76,10,8.78,2.5,0.249,6603.2
763,51,Male,East,44019.82,Basic,2.09,Website,25.07,2.62,0.68,13,6.55,57.3,0.171,4233.66
764,30,Male,North,54550.25,Gold,0.29,Both,19.54,6.35,8.86,14,7.48,35.3,0.235,6727.6
765,20,Female,East,41142.62,Silver,0.95,Both,32.21,3.05,1.9,9,5.63,36.0,0.154,4998.42
766,38,Male,North,56028.74,Gold,1.03,Mobile App,32.07,9.48,4.61,16,8.02,14.6,0.167,7151.29
767,52,Male,East,38641.81,Basic,3.94,Website,23.83,2.1,3.48,20,7.9,3.6,0.608,6041.83
768,40,Male,West,30292.42,Basic,6.79,Website,45.86,1.96,1.31,12,8.63,50.4,0.277,4752.71
769,36,Male,South,72170.9,Basic,0.24,Mobile App,21.38,7.52,6.06,20,6.11,32.6,0.368,5960.26
770,28,Female,South,45887.81,Silver,3.24,Mobile App,26.93,4.45,1.13,13,7.35,49.1,0.107,5690.77
771,57,Male,South,40418.31,Platinum,0.31,Mobile App,33.75,13.13,2.62,13,,55.8,0.26,7192.92
772,27,Female,West,,Gold,1.31,Mobile App,36.03,7.34,2.36,15,7.28,13.0,0.102,6755.8
773,30,Female,East,62822.12,Gold,16.66,Website,39.5,1.01,2.54,15,9.53,88.1,0.518,7757.02
774,44,Female,South,87659.71,Platinum,3.2,Mobile App,31.86,2.99,5.36,11,7.18,8.1,0.437,8606.26
775,18,Male,North,47048.02,Gold,2.25,Website,37.46,3.72,1.94,17,5.82,13.2,0.111,5893.04
776,52,Female,North,,Basic,7.02,Mobile App,22.01,3.54,2.25,18,6.72,37.3,0.23,6301.66
777,45,Female,South,78831.75,Gold,3.9,Both,36.26,2.67,2.34,13,5.51,26.5,0.252,6825.15
778,48,Male,West,28748.59,Silver,0.93,Mobile App,36.14,3.49,7.75,10,5.92,4.3,0.113,5093.39
779,44,Female,East,107840.01,Basic,2.65,Both,41.62,3.62,4.36,21,8.47,3.9,0.25,7870.75
780,36,Female,North,127444.35,Silver,2.74,Mobile App,12.98,1.92,0.4,7,5.72,37.3,0.521,6524.47
781,26,Male,West,21010.59,Platinum,2.77,Website,19.84,6.18,1.17,16,8.01,14.5,0.261,6770.47
782,36,Female,South,52358.73,Basic,1.31,Mobile App,35.41,8.79,2.05,13,7.63,18.5,0.412,5799.65
783,27,Male,West,42123.82,Silver,3.46,Mobile App,5.0,4.99,5.29,14,6.91,2.2,0.316,5589.59
784,43,Female,North,49381.44,Basic,1.81,Website,32.43,4.03,5.65,14,7.9,76.2,0.284,4815.87
785,47,Female,East,46796.57,Basic,8.01,Both,37.54,2.85,1.85,14,6.38,1.9,0.075,5829.22
786,54,Male,West,71977.99,Basic,1.01,Both,22.81,3.7,1.13,14,8.69,4.7,0.127,6150.54
787,42,Female,North,52083.35,Gold,3.57,Mobile App,24.13,3.97,1.64,9,6.69,2.3,0.227,6377.16
788,48,Male,East,39386.66,Gold,3.41,Mobile App,18.33,1.34,2.11,11,7.1,4.7,0.195,5933.52
789,35,Female,West,51007.87,Basic,1.49,Both,23.31,5.98,1.55,12,6.94,3.3,0.598,5683.24
790,33,Female,North,64872.2,Basic,0.67,Website,23.57,2.21,4.69,16,8.5,5.8,0.363,6241.39
791,43,Male,North,35799.8,Basic,0.29,Mobile App,21.85,7.79,1.42,10,8.31,25.6,0.138,4984.36
792,34,Male,East,30449.3,Basic,3.26,Both,21.36,3.4,0.88,13,4.19,9.1,0.501,4635.03
793,41,Male,South,108821.04,Silver,1.74,Website,25.56,6.05,1.61,18,7.93,11.3,0.398,7458.59
794,26,Male,North,43267.22,Gold,2.03,Website,25.45,4.94,2.46,14,5.33,1.0,0.067,5918.13
795,28,Male,South,51633.53,Silver,1.6,Mobile App,44.87,1.02,4.76,14,7.16,25.8,0.26,5853.81
796,45,Male,East,47135.02,Silver,0.44,Mobile App,24.45,7.34,0.81,15,7.46,60.7,0.558,5814.28
797,48,Male,South,65632.79,Silver,1.95,Mobile App,31.1,1.66,2.47,15,7.14,35.5,0.107,5850.03
798,27,Male,South,100757.96,Basic,0.1,Both,22.81,2.09,2.53,22,8.25,8.1,0.238,6970.85
799,45,Female,West,66368.43,Basic,1.47,Mobile App,22.69,2.24,2.9,15,8.54,22.6,0.559,6153.78
800,32,Female,East,31842.98,Platinum,2.33,Both,12.66,0.7,1.42,14,6.59,34.3,0.365,6048.07
801,38,Female,West,33374.81,Gold,7.58,Both,13.86,3.52,2.86,16,6.55,31.4,0.196,6148.98
802,54,Male,South,47115.74,Platinum,0.44,Both,17.14,6.3,3.41,14,7.55,41.3,0.165,6825.48
803,47,Female,West,49321.65,Platinum,2.89,Mobile App,29.65,7.66,1.41,14,5.59,1.6,0.59,7550.22
804,47,Female,East,29652.95,Silver,1.39,Mobile App,37.69,2.67,2.25,17,6.98,41.1,0.063,4793.93
805,59,Male,North,72169.25,Platinum,5.22,Website,11.92,3.03,1.7,16,9.35,15.9,0.454,8683.01
806,30,Male,West,37041.26,Silver,0.86,Website,23.06,5.17,0.99,9,5.64,6.1,0.248,4358.12
807,27,Female,South,91368.45,Basic,1.68,Both,15.7,2.73,0.55,13,7.16,37.1,0.378,5623.64
808,30,Male,North,102459.35,Basic,4.0,Mobile App,25.62,6.68,1.13,19,6.83,23.8,0.33,6639.88
809,35,Female,North,49667.76,Basic,1.32,Both,37.68,2.92,1.2,10,10.0,117.7,0.24,5475.88
810,18,Female,East,63173.51,Basic,5.07,Mobile App,23.98,1.48,0.54,15,6.9,16.1,0.232,5559.98
811,36,Male,North,35200.6,Silver,0.21,Mobile App,27.57,3.58,2.72,11,6.98,83.8,0.487,5008.63
812,32,Male,South,67392.34,Gold,0.9,Mobile App,41.1,0.84,3.59,15,6.26,10.5,0.514,6577.59
813,47,Female,North,45507.51,Gold,0.1,Both,32.12,3.55,1.66,15,7.61,1.6,0.082,6431.4
814,42,Female,South,37029.41,Silver,4.18,Mobile App,21.16,4.04,1.87,15,7.95,54.5,0.465,5633.76
815,31,Male,South,48958.72,Basic,1.65,Mobile App,29.43,1.67,1.27,13,6.45,41.8,0.287,4305.02
816,44,Female,East,46027.22,Gold,2.79,Both,20.55,3.93,1.78,14,8.89,76.5,0.339,6066.24
817,46,Female,North,48348.68,Silver,0.29,Website,31.78,2.49,2.88,13,7.95,18.8,0.306,5241.75
818,30,Female,North,75537.76,Basic,2.7,Mobile App,32.64,1.61,2.47,17,8.71,30.0,0.226,6341.93
819,33,Female,East,41156.71,Basic,1.01,Mobile App,15.7,0.73,1.78,20,7.17,1.2,0.236,5342.34
820,18,Male,South,99434.86,Basic,3.37,Website,29.58,0.93,1.2,21,7.92,96.2,0.049,6368.77
821,26,Male,East,34071.93,Basic,1.11,Mobile App,26.94,8.3,3.38,10,7.32,1.9,0.479,4827.9
822,30,Female,North,95358.68,Gold,1.53,Mobile App,32.9,2.41,1.31,16,9.49,29.6,0.161,7607.28
823,39,Male,North,37957.46,Gold,1.65,Website,35.48,3.97,0.58,20,7.75,3.0,0.384,6378.75
824,28,Female,North,54157.15,Gold,17.88,Mobile App,32.3,2.66,2.14,15,7.61,93.1,0.201,8479.38
825,32,Female,South,45635.05,Basic,6.32,Website,25.27,8.44,0.32,16,7.0,71.1,0.066,5740.17
826,25,Male,South,48035.47,Gold,0.1,Mobile App,36.4,1.62,2.4,16,6.93,3.2,0.454,6592.83
827,40,Female,West,71716.42,Gold,1.31,Mobile App,20.14,3.22,2.53,14,7.91,3.4,0.375,6978.49
828,43,Male,South,91577.36,Basic,6.95,Mobile App,16.12,2.08,1.12,13,8.67,6.9,0.184,6463.46
829,42,Female,East,82181.35,Silver,2.75,Mobile App,5.0,6.0,1.27,19,6.71,67.0,0.292,6362.51
830,38,Male,East,47018.68,Silver,4.1,Mobile App,27.37,3.94,3.73,13,7.76,6.9,0.615,6131.01
831,21,Female,North,57785.28,Silver,0.79,Mobile App,20.61,3.13,7.25,10,7.84,22.4,0.095,5331.41
832,31,Female,South,41203.26,Basic,0.3,Both,31.58,1.05,1.95,8,8.07,23.8,0.361,4810.35
833,34,Male,South,38290.51,Silver,0.94,Both,10.26,10.9,1.14,13,5.38,0.5,0.112,5572.0
834,34,Female,South,36271.76,Basic,10.16,Mobile App,22.18,2.71,2.55,14,6.4,4.5,0.038,5307.65
835,39,Female,North,46483.34,Basic,2.62,Website,32.23,1.4,1.72,15,5.82,20.6,0.153,4813.86
836,54,Female,West,59122.21,Basic,1.73,Website,18.73,0.73,2.42,13,7.64,7.0,0.135,4665.13
837,47,Female,West,27746.49,Platinum,3.18,Both,31.68,0.9,2.15,17,6.43,6.2,0.48,7215.41
838,27,Female,North,53304.51,Basic,3.62,Mobile App,22.99,3.11,2.19,19,6.95,1.0,0.186,6124.07
839,45,Male,East,92098.03,Silver,3.64,Mobile App,27.7,6.07,0.2,14,6.05,8.2,0.207,7046.01
840,45,Female,East,80231.29,Basic,1.32,Mobile App,33.36,3.76,1.26,15,7.08,11.1,0.245,6476.32
841,29,Male,South,,Platinum,15.78,Mobile App,36.58,0.78,1.16,16,6.14,0.9,0.337,8302.77
842,47,Female,West,33226.22,Silver,0.8,Mobile App,28.83,3.11,1.14,23,8.59,21.0,0.436,6132.38
843,36,Female,East,63636.38,Platinum,6.67,Both,20.67,7.3,3.04,6,8.22,14.9,0.09,7989.21
844,22,Male,West,,Basic,1.76,Both,23.88,2.35,0.64,15,7.8,3.6,0.403,4533.78
845,43,Male,West,79901.82,Basic,2.77,Mobile App,33.73,3.77,0.21,11,7.21,25.6,0.409,5863.52
846,40,Female,North,50274.05,Silver,3.15,Website,18.81,2.43,1.12,11,4.95,38.0,0.433,5613.1
847,35,Male,South,102842.62,Basic,0.57,Mobile App,26.4,4.36,0.92,20,7.0,18.5,0.386,6380.82
848,38,Female,East,29600.96,Gold,1.05,Website,24.53,1.6,1.96,17,6.61,5.1,0.07,5396.44
849,30,Male,North,74708.65,Platinum,3.42,Website,27.07,0.05,0.92,12,7.92,25.6,0.328,7491.36
850,45,Female,South,52303.67,Silver,5.43,Mobile App,18.92,1.11,1.52,10,8.41,26.2,0.395,5739.93
851,38,Male,West,48249.09,Platinum,2.82,Both,11.33,2.12,1.34,13,8.02,2.6,0.324,7275.98
852,40,Male,North,33542.04,Silver,7.77,Both,32.69,2.88,4.59,19,9.24,4.4,0.052,6988.68
853,42,Female,South,66736.8,Basic,1.91,Website,36.68,2.19,0.94,10,6.86,0.4,0.132,5239.44
854,25,Female,West,68641.19,Silver,1.49,Website,11.87,2.16,2.91,19,6.81,3.6,0.175,6092.97
855,28,Male,South,101194.0,Basic,5.61,Website,31.32,6.1,1.77,17,8.95,5.4,0.603,7130.85
856,18,Male,South,77096.84,Gold,0.14,Mobile App,37.75,1.28,3.79,12,7.82,13.6,0.446,6559.86
857,44,Female,West,44008.44,Basic,5.4,Mobile App,33.36,3.12,5.59,17,7.28,79.3,0.399,6545.19
858,25,Female,South,38125.86,Basic,0.94,Website,24.25,0.83,1.74,13,,6.2,0.263,5205.68
859,39,Male,North,33557.91,Silver,3.09,Mobile App,19.51,4.99,0.33,9,8.35,18.8,0.445,5092.96
860,42,Female,North,90728.66,Basic,0.1,Both,28.73,3.69,0.65,9,7.35,38.2,0.413,5990.79
861,45,Female,West,41259.6,Basic,1.26,Mobile App,30.23,10.76,0.5,16,6.71,0.1,0.351,5860.35
862,25,Female,North,90951.39,Gold,9.16,Mobile App,28.86,1.23,1.27,17,9.32,47.8,0.579,8378.27
863,37,Female,South,65106.21,Basic,3.83,Mobile App,26.38,8.7,1.1,11,7.87,8.2,0.457,6493.76
864,56,Female,North,60807.35,Silver,1.07,Both,18.26,1.39,2.23,8,7.63,21.2,0.475,6194.78
865,57,Male,South,48659.2,Basic,0.63,Mobile App,31.8,2.33,3.58,14,8.48,52.5,0.26,5290.51
866,49,Female,West,68270.67,Basic,1.64,Mobile App,32.24,0.96,0.29,15,8.74,4.8,0.66,6494.76
867,42,Female,South,53883.8,Basic,0.76,Mobile App,29.81,10.67,1.88,15,8.31,10.4,0.71,6584.9
868,27,Female,West,47608.92,Gold,6.9,Website,29.0,4.09,0.97,8,8.75,1.7,0.177,6194.13
869,46,Male,North,69120.16,Platinum,3.32,Both,43.11,4.12,1.93,15,8.19,26.2,0.046,7662.39
870,36,Male,South,51514.04,Basic,3.26,Mobile App,22.38,1.5,1.27,13,8.32,18.2,0.499,5656.55
871,44,Female,West,40969.49,Platinum,7.33,Both,39.53,0.26,3.16,18,6.65,18.4,0.361,8017.32
872,31,Male,South,66832.14,Silver,3.19,Mobile App,21.39,2.26,0.69,9,9.95,15.3,0.117,5736.58
873,36,Female,North,52976.57,Silver,16.14,Website,37.98,1.94,1.02,14,6.0,3.7,0.093,6543.36
874,40,Male,West,64287.37,Gold,1.42,Mobile App,39.1,0.51,1.65,16,8.0,5.2,0.272,7152.74
875,41,Female,South,46219.13,Gold,3.03,Website,25.36,2.38,1.39,19,5.86,41.1,0.174,5964.82
876,43,Female,East,35482.95,Gold,0.87,Website,42.95,3.13,1.64,17,7.47,18.8,0.276,5850.66
877,32,Male,West,99436.64,Silver,2.51,Website,32.22,4.29,0.38,13,6.86,45.7,0.443,6211.57
878,23,Male,North,93089.25,Silver,1.81,Mobile App,20.1,0.32,5.01,14,7.78,11.3,0.053,6434.55
879,56,Female,South,73815.55,Basic,0.63,Both,24.63,1.02,1.19,9,8.04,58.3,0.031,5223.41
880,65,Female,North,47300.03,Basic,1.01,Both,38.19,1.55,0.74,22,6.36,17.5,0.235,5798.43
881,43,Male,South,48770.88,Gold,1.42,Website,36.31,6.28,1.68,10,7.56,11.8,0.198,6078.59
882,23,Female,North,87887.65,Basic,2.28,Website,18.48,6.2,1.89,14,9.41,10.7,0.384,6616.41
883,29,Female,East,47865.94,Basic,3.87,Both,26.75,3.94,6.57,14,5.89,26.3,0.104,5500.62
884,44,Male,North,43416.96,Basic,1.34,Mobile App,29.83,2.34,4.0,17,6.49,0.5,0.345,5359.24
885,53,Male,East,104326.65,Basic,0.82,Both,23.43,6.54,1.36,12,8.72,26.4,0.337,6987.04
886,25,Male,North,53279.81,Silver,6.33,Mobile App,49.22,3.6,5.78,16,7.7,1.8,0.461,7283.33
887,37,Male,South,100604.16,Silver,8.89,Both,30.1,6.3,5.02,17,7.8,31.5,0.474,8296.16
888,40,Male,South,33208.56,Silver,1.94,Mobile App,27.44,4.07,0.75,15,8.93,76.8,0.167,4996.34
889,48,Male,East,64949.46,Basic,1.94,Mobile App,38.72,0.6,7.62,9,6.57,9.4,0.303,5266.21
890,34,Female,South,111846.08,Silver,0.2,Website,24.71,0.26,1.21,23,6.92,16.7,0.158,6725.86
891,21,Male,South,54743.44,Silver,1.02,Website,37.07,2.16,2.07,10,6.76,62.6,0.248,5138.11
892,45,Female,West,49394.7,Gold,0.91,Both,12.99,5.41,4.49,14,7.15,4.1,0.184,6524.82
893,50,Male,East,36000.45,Silver,2.68,Both,23.92,1.92,0.29,12,9.34,96.0,0.389,5498.98
894,37,Male,North,79127.84,Silver,0.44,Mobile App,37.44,7.38,1.64,15,5.39,52.6,0.748,6702.48
895,42,Female,West,41375.95,Silver,1.29,Mobile App,42.13,5.08,2.33,14,6.05,9.4,0.057,5326.2
896,33,Female,South,52408.13,Platinum,4.12,Mobile App,21.04,6.96,3.9,12,5.82,18.9,0.438,7421.25
897,29,Male,North,35169.14,Gold,3.6,Website,19.99,2.21,1.82,4,9.42,17.6,0.303,5362.71
898,49,Male,South,93424.89,Silver,1.14,Website,33.11,1.32,0.3,18,6.8,46.5,0.374,6653.44
899,42,Male,North,81162.6,Silver,0.46,Both,22.39,1.15,6.54,11,7.18,13.9,0.137,5935.53
900,43,Female,North,53580.76,Basic,1.24,Both,25.58,4.34,1.87,18,5.5,23.6,0.05,5366.42
901,55,Male,East,36172.26,Platinum,2.28,Mobile App,35.89,0.65,2.4,14,7.26,3.4,0.168,7402.42
902,26,Male,North,92741.14,Basic,2.47,Website,23.1,0.7,0.43,9,8.73,29.4,0.154,5883.17
903,32,Male,West,47663.63,Basic,0.31,Website,10.31,1.82,4.86,17,7.93,8.0,0.524,4946.88
904,40,Female,West,36797.25,Platinum,1.49,Website,16.29,3.51,1.22,18,7.46,16.7,0.351,7194.58
905,32,Female,East,29239.0,Gold,5.96,Mobile App,28.09,1.57,0.97,19,5.57,20.1,0.248,5852.04
906,47,Female,East,43213.67,Basic,9.27,Mobile App,11.23,6.21,4.12,11,7.17,0.7,0.265,5800.75
907,36,Female,East,32561.2,Basic,9.5,Mobile App,25.33,7.03,0.48,11,7.79,7.3,0.579,5983.35
908,27,Male,West,43565.15,Basic,0.28,Mobile App,15.47,0.13,2.42,21,6.31,54.9,0.287,4769.62
909,39,Male,South,70301.12,Silver,8.42,Both,42.76,4.12,0.94,15,8.45,12.7,0.406,7427.73
910,40,Male,North,47505.94,Basic,5.09,Mobile App,47.49,1.92,2.65,11,8.75,20.4,0.588,6172.84
911,48,Female,South,61358.73,Platinum,3.33,Website,18.48,5.57,3.19,12,6.91,2.1,0.42,7595.92
912,42,Female,East,42059.18,Platinum,2.11,Website,30.31,4.22,1.19,11,8.54,106.4,0.264,6518.32
913,43,Female,North,55426.28,Silver,0.88,Both,19.36,3.39,4.66,11,7.46,73.1,0.063,5519.58
914,42,Female,East,106118.88,Silver,2.86,Mobile App,25.22,2.71,1.87,14,9.09,17.2,0.129,7041.35
915,36,Female,North,47955.55,Basic,0.4,Mobile App,44.23,0.7,6.6,12,10.0,0.7,0.116,5275.49
916,30,Female,West,61978.96,Basic,0.2,Mobile App,23.8,11.77,4.16,12,6.18,44.1,0.361,5897.28
917,41,Male,North,31321.67,Gold,8.05,Mobile App,25.43,1.01,2.04,11,8.6,12.4,0.504,6538.11
918,34,Male,North,92229.67,Basic,0.89,Mobile App,19.52,8.76,2.03,16,9.3,7.3,0.226,6603.81
919,57,Male,North,45842.99,Basic,7.45,Both,38.32,4.8,0.54,20,6.34,17.7,0.121,6273.43
920,53,Female,North,78251.77,Basic,0.57,Mobile App,5.0,2.0,4.12,17,6.85,73.9,0.318,5613.9
921,45,Male,North,51890.29,Basic,0.96,Mobile App,24.01,1.77,1.09,14,6.84,10.3,0.317,5157.98
922,42,Female,North,67107.61,Silver,0.66,Mobile App,27.59,0.67,2.22,25,7.43,5.2,0.181,7019.21
923,37,Female,North,68518.18,Gold,1.74,Both,22.05,3.07,6.56,14,7.14,51.4,0.556,7590.86
924,24,Female,North,46242.1,Gold,6.22,Both,35.77,0.64,4.6,15,7.34,17.0,0.545,6374.5
925,36,Male,South,79393.14,Silver,7.53,Both,38.82,6.45,0.79,17,8.69,11.3,0.241,7588.81
926,39,Male,South,41537.64,Gold,2.14,Website,15.29,3.64,1.88,17,5.14,17.0,0.304,5867.88
927,41,Male,South,71130.89,Silver,3.55,Both,46.84,2.92,2.4,18,6.33,10.1,0.22,6622.0
928,43,Female,South,47260.41,Gold,0.33,Website,15.19,3.21,5.01,17,8.47,15.1,0.244,6319.88
929,48,Female,North,61227.11,Silver,0.3,Mobile App,39.6,3.74,4.49,11,8.32,34.4,0.272,6572.75
930,30,Female,North,46087.75,Basic,5.31,Website,29.35,2.3,2.89,22,6.22,5.2,0.111,5411.58
931,30,Male,North,55132.33,Platinum,1.67,Both,23.47,2.55,2.69,16,8.33,10.1,0.249,7524.97
932,54,Male,East,37192.31,Basic,4.54,Mobile App,24.32,9.38,1.85,8,9.32,35.1,0.414,6198.78
933,46,Male,West,59079.84,Basic,1.73,Website,27.7,6.03,2.35,20,7.54,11.6,0.1,5501.83
934,34,Female,West,55020.75,Basic,2.47,Website,29.88,4.66,1.52,10,6.29,33.5,0.076,4792.85
935,37,Female,South,44844.05,Silver,3.11,Website,19.72,2.0,3.41,6,8.74,3.2,0.345,4971.44
936,37,Male,East,53142.92,Silver,1.96,Mobile App,25.89,0.42,2.79,7,9.84,17.4,0.054,5468.25
937,38,Female,South,56777.85,Silver,1.61,Website,21.06,4.29,4.01,21,6.45,1.6,0.355,6413.74
938,43,Male,East,43663.82,Platinum,1.6,Both,17.06,3.2,3.93,12,7.65,18.6,0.253,6946.31
939,66,Female,East,51789.07,Basic,0.47,Mobile App,20.64,2.5,1.08,9,9.02,1.8,0.261,5187.55
940,40,Male,West,38103.32,Silver,3.87,Mobile App,17.65,2.82,0.14,8,7.75,12.6,0.267,4579.59
941,45,Male,West,123131.3,Basic,0.53,Mobile App,24.22,1.07,1.01,14,5.33,27.2,0.022,6379.71
942,19,Female,South,78487.25,Gold,0.75,Mobile App,31.89,1.37,2.33,15,8.18,17.7,0.262,6564.12
943,33,Male,East,59610.26,Basic,1.74,Both,29.09,6.03,1.52,15,6.33,25.9,0.12,5518.69
944,52,Male,West,81653.46,Basic,1.76,Website,45.77,0.3,1.46,16,5.95,14.1,0.329,6165.61
945,42,Male,South,27099.26,Silver,1.53,Mobile App,8.11,5.47,0.95,11,5.35,1.6,0.282,4619.93
946,18,Male,West,22132.71,Gold,5.58,Mobile App,32.22,7.6,2.59,9,9.15,67.4,0.207,6158.73
947,45,Female,North,47110.36,Gold,1.14,Both,28.06,4.23,0.31,17,6.51,1.2,0.195,6589.98
948,59,Female,West,33439.82,Silver,6.68,Mobile App,35.34,4.08,2.87,11,8.03,17.2,0.373,6178.79
949,18,Female,East,49870.66,Gold,2.84,Both,34.45,1.36,2.91,12,8.35,40.7,0.598,6628.11
950,55,Male,North,58219.74,Silver,2.61,Mobile App,26.52,1.55,3.95,12,7.81,4.2,0.403,5867.48
951,18,Female,East,74767.99,Basic,3.04,Mobile App,29.55,2.14,12.14,7,7.99,50.8,0.349,5870.43
952,48,Male,North,36373.93,Basic,0.75,Website,21.3,0.87,0.12,14,8.1,7.6,0.062,4755.75
953,38,Male,East,62309.6,Basic,2.94,Mobile App,33.52,1.45,2.82,25,7.78,1.4,0.235,6222.58
954,18,Male,West,54449.91,Basic,5.28,Website,11.09,3.2,3.24,9,6.61,0.2,0.408,4820.34
955,43,Female,East,61183.22,Silver,3.61,Mobile App,34.99,2.04,1.01,14,6.5,3.4,0.122,5740.0
956,51,Female,West,45165.09,Silver,0.31,Both,27.79,3.4,1.61,12,7.46,38.3,0.191,5393.33
957,42,Female,North,87912.5,Silver,1.52,Both,23.62,6.02,1.24,19,7.44,15.1,0.515,7692.06
958,44,Female,North,52248.79,Silver,0.1,Both,25.91,3.38,2.95,11,8.16,17.8,0.237,5849.28
959,33,Female,South,100807.07,Gold,1.43,Mobile App,26.57,4.12,4.26,7,9.03,14.4,0.588,6821.35
960,18,Female,North,41083.59,Gold,0.5,Both,39.68,0.63,0.62,9,8.05,19.2,0.686,6228.65
961,46,Female,South,70262.22,Basic,1.97,Both,57.1,5.95,2.62,8,6.55,3.7,0.46,6132.33
